 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       13.296798   -3.996318    1.995092
    2          6             0       12.731176   -4.175619    0.578028
    3          6             0       13.857017   -4.013294   -0.454484
    4          6             0       12.185932   -5.602505    0.462628
    5          6             0       11.669054   -3.111915    0.329603
    6          6             0       10.336856   -3.431124    0.050872
    7          6             0        9.369656   -2.468451   -0.175946
    8          6             0        9.745440   -1.136304   -0.132681
    9          6             0       11.079555   -0.785397    0.170424
   10          6             0       12.027568   -1.771412    0.393823
   11          6             0       11.127433    0.651556    0.192613
   12          6             0       12.144947    1.565394    0.417134
   13          6             0       11.884675    2.928562    0.357085
   14          6             0       13.017602    3.912001    0.622936
   15          6             0       12.572254    5.374807    0.530627
   16          6             0       14.132173    3.688162   -0.410233
   17          6             0       13.565882    3.671842    2.037851
   18          6             0       10.586591    3.344453    0.046636
   19          6             0        9.552028    2.455354   -0.182836
   20          6             0        9.818421    1.099397   -0.091511
   21          7             0        8.990889    0.010771   -0.289525
   22          6             0        7.619517    0.059282   -0.574043
   23          6             0        6.767384    0.840921    0.201830
   24          6             0        5.416158    0.881337   -0.076791
   25          6             0        4.878194    0.144467   -1.130961
   26          6             0        3.436632    0.179952   -1.415791
   27          6             0        2.976549    0.248297   -2.731295
   28          6             0        1.624141    0.277035   -3.020483
   29          6             0        0.715812    0.228383   -1.974770
   30          6             0        1.167213    0.158924   -0.647649
   31          6             0        2.513585    0.138953   -0.366897
   32          6             0        0.000071    0.111977    0.314211
   33          6             0        0.004839    1.327820    1.247690
   34          6             0        0.003192   -1.186098    1.128758
   35          6             0       -1.175688    0.160060   -0.637040
   36          6             0       -2.519489    0.140824   -0.344058
   37          6             0       -3.452066    0.183959   -1.384416
   38          6             0       -4.891228    0.148782   -1.087888
   39          6             0       -5.420445    0.878269   -0.024169
   40          6             0       -6.770181    0.840008    0.262459
   41          6             0       -7.629685    0.068440   -0.515224
   42          7             0       -9.000669    0.026107   -0.227868
   43          6             0       -9.764900   -1.116688   -0.089710
   44          6             0       -9.397851   -2.451148   -0.138566
   45          6             0      -10.374488   -3.408401    0.069051
   46          6             0      -11.707836   -3.081534    0.334065
   47          6             0      -12.780221   -4.139534    0.561800
   48          6             0      -12.243253   -5.569369    0.444008
   49          6             0      -13.362517   -3.965466    1.972714
   50          6             0      -13.891630   -3.962594   -0.483861
   51          6             0      -12.057976   -1.739264    0.403519
   52          6             0      -11.100280   -0.758128    0.199021
   53          6             0      -11.138604    0.678627    0.228470
   54          6             0      -12.161043    1.595310    0.438254
   55          6             0      -11.891852    2.953228    0.383139
   56          6             0      -12.962636    4.013789    0.602728
   57          6             0      -14.340892    3.408899    0.887949
   58          6             0      -13.077779    4.883492   -0.658342
   59          6             0      -12.569870    4.888217    1.802924
   60          6             0      -10.581030    3.362509    0.101285
   61          6             0       -9.546261    2.474723   -0.112777
   62          6             0       -9.823927    1.118470   -0.033981
   63          6             0       -7.111701   -0.661673   -1.581890
   64          6             0       -5.760215   -0.621458   -1.859441
   65          6             0       -3.003603    0.254109   -2.703943
   66          6             0       -1.653899    0.280963   -3.005446
   67          6             0       -0.736159    0.229647   -1.968129
   68          6             0        5.740002   -0.633488   -1.902644
   69          6             0        7.093068   -0.676442   -1.632614
   70          1             0       14.044890   -4.759550    2.200524
   71          1             0       12.500233   -4.085603    2.731522
   72          1             0       13.762810   -3.022099    2.115354
   73          1             0       13.461589   -4.123299   -1.462595
   74          1             0       14.621625   -4.771938   -0.298895
   75          1             0       14.327101   -3.036616   -0.378711
   76          1             0       11.786564   -5.790436   -0.531582
   77          1             0       12.991802   -6.312296    0.640268
   78          1             0       11.408770   -5.786589    1.201132
   79          1             0       10.027993   -4.462780    0.011492
   80          1             0        8.347382   -2.757820   -0.369805
   81          1             0       13.040665   -1.478082    0.623178
   82          1             0       13.136400    1.198620    0.635058
   83          1             0       12.206307    5.611612   -0.465976
   84          1             0       13.420408    6.024368    0.739257
   85          1             0       11.794536    5.594465    1.258781
   86          1             0       14.944803    4.392880   -0.244717
   87          1             0       14.536474    2.681678   -0.345310
   88          1             0       13.746748    3.835735   -1.417423
   89          1             0       12.776199    3.807026    2.774693
   90          1             0       14.366225    4.376402    2.255560
   91          1             0       13.961051    2.665296    2.144406
   92          1             0       10.361479    4.395852   -0.024311
   93          1             0        8.566667    2.818344   -0.435266
   94          1             0        7.170588    1.405163    1.029864
   95          1             0        4.768790    1.502853    0.524398
   96          1             0        3.694324    0.300597   -3.537415
   97          1             0        1.286000    0.336548   -4.044738
   98          1             0        2.865915    0.067645    0.651796
   99          1             0        0.890926    1.315534    1.877959
  100          1             0        0.003064    2.248586    0.667278
  101          1             0       -0.875922    1.316813    1.885407
  102          1             0       -0.877549   -1.234164    1.764814
  103          1             0        0.889753   -1.235113    1.756598
  104          1             0       -0.000358   -2.048672    0.465056
  105          1             0       -2.862350    0.068476    0.677781
  106          1             0       -4.767670    1.493092    0.578050
  107          1             0       -7.166293    1.398635    1.097714
  108          1             0       -8.375314   -2.746164   -0.322487
  109          1             0      -10.072669   -4.441967    0.025359
  110          1             0      -11.476112   -5.763199    1.190469
  111          1             0      -13.055871   -6.274807    0.607756
  112          1             0      -11.833404   -5.753983   -0.546560
  113          1             0      -13.823271   -2.988821    2.093406
  114          1             0      -14.118320   -4.724836    2.163649
  115          1             0      -12.575931   -4.065029    2.718512
  116          1             0      -13.483849   -4.067577   -1.487597
  117          1             0      -14.662798   -4.717621   -0.343853
  118          1             0      -14.356636   -2.983608   -0.406709
  119          1             0      -13.071717   -1.440364    0.622345
  120          1             0      -13.152920    1.224103    0.636157
  121          1             0      -15.063551    4.208801    1.038197
  122          1             0      -14.681708    2.801298    0.052544
  123          1             0      -14.322312    2.799837    1.789031
  124          1             0      -12.146972    5.402660   -0.869682
  125          1             0      -13.860877    5.628192   -0.529943
  126          1             0      -13.325926    4.265502   -1.519387
  127          1             0      -13.329872    5.647117    1.978451
  128          1             0      -11.620702    5.389809    1.634995
  129          1             0      -12.478597    4.277219    2.699077
  130          1             0      -10.357655    4.417091    0.041639
  131          1             0       -8.554490    2.833216   -0.345510
  132          1             0       -7.776819   -1.251549   -2.195342
