 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       -0.044954    8.200896    0.080966
    2          6             0       -0.042871    6.704184    0.069709
    3          6             0       -1.013287    5.971505    0.744137
    4          6             0       -1.007300    4.591189    0.728492
    5          6             0       -0.022068    3.897890    0.023002
    6          7             0       -0.013307    2.504186   -0.003885
    7          6             0        1.190263    1.797365   -0.073276
    8          6             0        1.278604    0.645672   -0.861600
    9          6             0        2.452034   -0.072545   -0.914927
   10          6             0        3.571703    0.326576   -0.185454
   11          6             0        4.805148   -0.543671   -0.144679
   12          6             0        5.145367   -1.162684   -1.480979
   13          6             0        5.038248   -0.434148   -2.665114
   14          6             0        5.460859   -1.005853   -3.851816
   15          6             0        5.976313   -2.293216   -3.818208
   16          7             0        6.084646   -2.998541   -2.701258
   17          6             0        5.686602   -2.442479   -1.571129
   18          6             0        4.580916   -1.555144    0.965575
   19          6             0        3.568345   -2.452313    1.108715
   20          6             0        3.519567   -3.313098    2.226974
   21          6             0        2.388232   -4.314869    2.333440
   22          6             0        1.047431   -3.559996    2.350578
   23          6             0        2.466141   -5.173786    3.599321
   24          6             0        2.427668   -5.255188    1.116036
   25          6             0        4.541502   -3.194971    3.198255
   26          6             0        5.561124   -2.292218    3.088984
   27          6             0        5.617244   -1.430141    1.960591
   28          6             0        6.504602   -0.427707    1.579497
   29          6             0        7.693319    0.083035    2.166873
   30          6             0        8.350415    1.111105    1.558975
   31          6             0        7.905391    1.701957    0.346722
   32          6             0        8.697305    2.844369   -0.254100
   33          6             0        8.085007    3.369926   -1.556508
   34          6             0        8.751400    4.008935    0.750256
   35          6             0       10.127256    2.365827   -0.559414
   36          6             0        6.738296    1.186446   -0.247483
   37          6             0        6.055350    0.164641    0.342904
   38          6             0        3.479061    1.475121    0.597594
   39          6             0        2.312678    2.208186    0.649137
   40          6             0       -1.208946    1.780445    0.044797
   41          6             0       -1.279667    0.600764    0.789123
   42          6             0       -2.445147   -0.133866    0.820475
   43          6             0       -3.573573    0.281213    0.116605
   44          6             0       -4.806854   -0.592131    0.083183
   45          6             0       -5.118624   -1.209426    1.428448
   46          6             0       -4.961949   -0.481907    2.607111
   47          6             0       -5.330962   -1.058432    3.811559
   48          6             0       -5.847069   -2.343802    3.796887
   49          7             0       -6.006098   -3.046477    2.684447
   50          6             0       -5.654715   -2.487677    1.537729
   51          6             0       -4.618906   -1.619732   -1.020929
   52          6             0       -3.611879   -2.543863   -1.162533
   53          6             0       -3.595714   -3.402608   -2.265431
   54          6             0       -2.464769   -4.412936   -2.390492
   55          6             0       -2.578543   -5.280754   -3.647390
   56          6             0       -2.483114   -5.340804   -1.166082
   57          6             0       -1.127132   -3.659265   -2.449974
   58          6             0       -4.618533   -3.289651   -3.203237
   59          6             0       -5.634684   -2.355848   -3.073662
   60          6             0       -5.637520   -1.508765   -1.978821
   61          6             0       -6.536336   -0.443262   -1.579910
   62          6             0       -7.689258    0.059704   -2.157542
   63          6             0       -8.348793    1.113157   -1.544068
   64          6             0       -7.888751    1.683078   -0.359814
   65          6             0       -8.592162    2.843637    0.328258
   66          6             0       -9.857964    3.292770   -0.407946
   67          6             0       -8.993619    2.415963    1.748298
   68          6             0       -7.629912    4.039515    0.397731
   69          6             0       -6.726285    1.163113    0.216303
   70          6             0       -6.061455    0.122581   -0.387258
   71          6             0       -3.500327    1.458783   -0.620282
   72          6             0       -2.339342    2.204567   -0.654368
   73          6             0        0.955577    4.628526   -0.658097
   74          6             0        0.940877    6.006489   -0.627882
   75          1             0       -0.854523    8.586262    0.695200
   76          1             0        0.899925    8.579217    0.469490
   77          1             0       -0.162659    8.585894   -0.931769
   78          1             0       -1.782797    6.488502    1.299005
   79          1             0       -1.759299    4.039955    1.273229
   80          1             0        0.421300    0.331216   -1.438771
   81          1             0        2.508045   -0.951332   -1.541147
   82          1             0        4.619928    0.562675   -2.653367
   83          1             0        5.389962   -0.467183   -4.784808
   84          1             0        6.317784   -2.789046   -4.717707
   85          1             0        5.801648   -3.054786   -0.685029
   86          1             0        2.802180   -2.515851    0.350386
   87          1             0        0.223773   -4.264545    2.447923
   88          1             0        1.015322   -2.870534    3.192328
   89          1             0        0.905728   -2.990183    1.436595
   90          1             0        2.409583   -4.558360    4.494607
   91          1             0        1.629436   -5.869725    3.616758
   92          1             0        3.385729   -5.754260    3.622794
   93          1             0        3.373649   -5.792632    1.086878
   94          1             0        2.322607   -4.704233    0.185307
   95          1             0        1.618692   -5.980448    1.177869
   96          1             0        4.520855   -3.836142    4.065141
   97          1             0        6.318437   -2.217926    3.855621
   98          1             0        8.064318   -0.348121    3.085251
   99          1             0        9.251052    1.489731    2.019940
  100          1             0        7.078806    3.748775   -1.390625
  101          1             0        8.053142    2.591242   -2.315786
  102          1             0        8.693755    4.187146   -1.938758
  103          1             0        9.230828    3.710316    1.678411
  104          1             0        9.313276    4.839609    0.327950
  105          1             0        7.744928    4.352577    0.981395
  106          1             0       10.637053    2.037013    0.342002
  107          1             0       10.705371    3.174217   -1.002792
  108          1             0       10.102442    1.532795   -1.259673
  109          1             0        6.371506    1.598406   -1.173833
  110          1             0        4.334193    1.788468    1.178487
  111          1             0        2.253329    3.091540    1.267862
  112          1             0       -0.415264    0.273152    1.347707
  113          1             0       -2.483648   -1.036821    1.412340
  114          1             0       -4.547938    0.516162    2.581463
  115          1             0       -5.220279   -0.520755    4.741103
  116          1             0       -6.149269   -2.841674    4.709313
  117          1             0       -5.809111   -3.101012    0.658843
  118          1             0       -2.836341   -2.603322   -0.414513
  119          1             0       -2.541912   -4.672574   -4.548568
  120          1             0       -3.500236   -5.858261   -3.642789
  121          1             0       -1.745048   -5.979843   -3.680518
  122          1             0       -2.346092   -4.784272   -0.242900
  123          1             0       -1.684737   -6.076260   -1.242252
  124          1             0       -3.433757   -5.867581   -1.106610
  125          1             0       -1.114535   -2.980984   -3.301362
  126          1             0       -0.961338   -3.076749   -1.548006
  127          1             0       -0.305136   -4.364173   -2.557817
  128          1             0       -4.636884   -3.937395   -4.064621
  129          1             0       -6.411096   -2.292321   -3.822220
  130          1             0       -8.074899   -0.360489   -3.075065
  131          1             0       -9.243985    1.488032   -2.012963
  132          1             0      -10.317290    4.117971    0.132982
  133          1             0       -9.626014    3.638510   -1.412880
  134          1             0      -10.584260    2.485106   -0.466314
  135          1             0       -9.650237    1.548654    1.708761
  136          1             0       -9.521084    3.225871    2.248215
  137          1             0       -8.125208    2.155191    2.347318
  138          1             0       -7.327895    4.338005   -0.604489
  139          1             0       -8.118797    4.885132    0.877146
  140          1             0       -6.735476    3.796626    0.965060
  141          1             0       -6.340127    1.577077    1.135379
  142          1             0       -4.360338    1.790802   -1.182292
  143          1             0       -2.294993    3.110698   -1.240201
