 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0        7.842635    3.131423    0.250872
    2          6             0        6.473304    3.612387   -0.248366
    3          6             0        6.646086    4.162304   -1.666489
    4          6             0        5.957384    4.751000    0.644105
    5          6             0        5.477415    2.466847   -0.182950
    6          6             0        5.213560    1.854613    1.041546
    7          6             0        4.266071    0.858679    1.165672
    8          6             0        3.546068    0.444743    0.051395
    9          7             0        2.476373   -0.483967    0.160645
   10          6             0        2.737984   -1.832860    0.304283
   11          6             0        4.062505   -2.252374    0.441294
   12          6             0        4.366130   -3.581128    0.671123
   13          6             0        3.351861   -4.535402    0.795065
   14          6             0        3.723610   -5.974553    1.109695
   15          6             0        2.507422   -6.900752    1.190983
   16          6             0        4.447632   -6.013755    2.463447
   17          6             0        4.652749   -6.507915    0.009464
   18          6             0        2.045004   -4.113702    0.608578
   19          6             0        1.683564   -2.791327    0.304430
   20          5             0        0.256065   -2.308284   -0.008307
   21          6             0       -1.032618   -3.088055   -0.324426
   22          6             0       -1.098849   -4.456342   -0.633146
   23          6             0       -2.283069   -5.149869   -0.825716
   24          6             0       -2.333968   -6.634543   -1.144377
   25          6             0       -3.132699   -7.358459   -0.050627
   26          6             0       -3.024547   -6.825544   -2.502672
   27          6             0       -0.946251   -7.276614   -1.218940
   28          6             0       -3.480032   -4.437506   -0.704949
   29          6             0       -3.471484   -3.075444   -0.469824
   30          6             0       -2.269435   -2.380516   -0.324267
   31          7             0       -2.306664   -1.007886   -0.172812
   32          6             0       -3.553230   -0.333904   -0.066648
   33          6             0       -3.961313    0.147294    1.169781
   34          6             0       -5.108280    0.910520    1.279353
   35          6             0       -5.876398    1.222408    0.163522
   36          6             0       -7.095166    2.127321    0.227717
   37          6             0       -7.398695    2.606396    1.649569
   38          6             0       -6.823769    3.362975   -0.643278
   39          6             0       -8.323804    1.372395   -0.297768
   40          6             0       -5.474057    0.697638   -1.063853
   41          6             0       -4.333216   -0.069638   -1.185932
   42          6             0       -1.179648   -0.201694   -0.105750
   43          6             0       -1.326218    1.182330   -0.168303
   44          6             0       -0.219025    2.017977    0.011584
   45          7             0       -0.372720    3.407804    0.021780
   46          6             0        0.649294    4.222566   -0.471861
   47          6             0        0.954497    5.432617    0.155206
   48          6             0        1.988443    6.218672   -0.311630
   49          6             0        2.739915    5.817317   -1.405478
   50          6             0        2.437355    4.620683   -2.036456
   51          6             0        1.403432    3.829610   -1.580146
   52          6             0       -1.547495    3.971930    0.525484
   53          6             0       -2.196401    3.406691    1.625945
   54          6             0       -3.378170    3.945046    2.091346
   55          6             0       -3.935830    5.055938    1.477710
   56          6             0       -3.291192    5.628813    0.392081
   57          6             0       -2.110688    5.095304   -0.083982
   58          6             0        1.043563    1.440982    0.181486
   59          6             0        1.200721    0.058855    0.103030
   60          6             0        0.090991   -0.804289   -0.004115
   61          6             0        3.824331    1.016448   -1.182720
   62          6             0        4.778899    2.009455   -1.294444
   63          1             0        7.793632    2.789153    1.280723
