 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       -2.026648   -4.949027    1.031491
    2          6             0       -0.900756   -5.991949    0.960486
    3          6             0       -1.165011   -6.965957   -0.197698
    4          6             0       -0.910601   -6.794890    2.264818
    5          6             0        0.413412   -5.264377    0.721216
    6          6             0        1.444823   -5.253383    1.665704
    7          6             0        2.635279   -4.579712    1.462034
    8          6             0        2.805057   -3.899629    0.265493
    9          6             0        1.773530   -3.882348   -0.701884
   10          6             0        0.590852   -4.559206   -0.468689
   11          6             0        2.249664   -3.056068   -1.784651
   12          6             0        1.689509   -2.654386   -2.985851
   13          6             0        2.405412   -1.818948   -3.834838
   14          6             0        1.834450   -1.306182   -5.148307
   15          6             0        0.416826   -1.821898   -5.415102
   16          6             0        1.780063    0.228559   -5.096292
   17          6             0        2.734139   -1.758676   -6.308360
   18          6             0        3.698576   -1.431624   -3.459311
   19          6             0        4.282252   -1.821766   -2.270291
   20          6             0        3.538928   -2.619647   -1.414458
   21          7             0        3.860544   -3.132728   -0.174882
   22          6             0        5.058656   -2.934056    0.522631
   23          6             0        5.806121   -4.045820    0.901071
   24          6             0        7.009517   -3.891911    1.564223
   25          6             0        7.488567   -2.620803    1.844056
   26          6             0        6.752258   -1.512280    1.473455
   27          6             0        5.525634   -1.647821    0.827853
   28          6             0        4.748944   -0.442577    0.505124
   29          7             0        5.456785    0.682483    0.334899
   30          6             0        4.716617    1.761460    0.030171
   31          6             0        5.436388    3.020280   -0.186110
   32          6             0        6.797573    3.109309    0.100538
   33          6             0        7.477312    4.293090   -0.114125
   34          6             0        6.809467    5.396417   -0.622803
   35          6             0        5.456629    5.312131   -0.915177
   36          6             0        4.770758    4.133205   -0.696684
   37          7             0        3.409700    1.760596   -0.101822
   38          6             0        2.762862    0.588067    0.085088
   39          6             0        1.355336    0.523476   -0.097457
   40          6             0        0.670146   -0.706142    0.012834
   41          6             0       -0.667452   -0.789582   -0.238830
   42          6             0       -1.414167    0.360917   -0.568684
   43          6             0       -2.820754    0.289178   -0.767703
   44          7             0       -3.425136   -0.908242   -0.908397
   45          6             0       -4.731614   -0.912131   -1.055530
   46          6             0       -5.395607   -2.190767   -1.319098
   47          6             0       -6.784118   -2.290607   -1.248979
   48          6             0       -7.407394   -3.495867   -1.511538
   49          6             0       -6.654597   -4.610541   -1.847771
   50          6             0       -5.272862   -4.517132   -1.921418
   51          6             0       -4.644809   -3.315460   -1.658044
   52          7             0       -5.515653    0.177359   -0.964267
   53          6             0       -4.843544    1.317920   -0.787937
   54          6             0       -5.642105    2.535970   -0.576886
   55          6             0       -6.841940    2.720625   -1.252741
   56          6             0       -7.570824    3.884792   -1.089050
   57          6             0       -7.110213    4.874561   -0.234574
   58          6             0       -5.933211    4.692313    0.469995
   59          6             0       -5.194501    3.525187    0.311098
   60          7             0       -4.020669    3.335478    1.054697
   61          6             0       -3.737044    2.234180    1.836521
   62          6             0       -4.553311    1.184597    2.222734
   63          6             0       -4.004489    0.186220    3.008795
   64          6             0       -2.672826    0.207992    3.431479
   65          6             0       -2.066441   -0.901379    4.278497
   66          6             0       -0.851097   -1.484092    3.540717
   67          6             0       -1.623430   -0.314572    5.627619
   68          6             0       -3.047802   -2.045156    4.552716
   69          6             0       -1.877016    1.293150    3.068557
   70          6             0       -2.399386    2.302711    2.282031
   71          6             0       -1.853568    3.520161    1.736486
   72          6             0       -0.599561    4.105336    1.794010
   73          6             0       -0.363142    5.296733    1.117849
   74          6             0        0.989014    5.991924    1.137857
   75          6             0        1.469062    6.217926   -0.303475
   76          6             0        0.838901    7.344324    1.851578
   77          6             0        2.059605    5.175647    1.868960
   78          6             0       -1.414044    5.877310    0.393554
   79          6             0       -2.669722    5.310442    0.309850
   80          6             0       -2.891235    4.122217    0.991244
   81          7             0       -3.538028    1.433299   -0.773908
   82          6             0       -0.737086    1.597045   -0.647555
   83          6             0        0.607579    1.673913   -0.431689
   84          7             0        3.444980   -0.531375    0.414471
   85          1             0       -2.099230   -4.377785    0.110270
   86          1             0       -1.841695   -4.252731    1.846621
   87          1             0       -2.982683   -5.437954    1.205389
   88          1             0       -0.355504   -7.689125   -0.272930
   89          1             0       -1.247373   -6.445431   -1.147218
   90          1             0       -2.094605   -7.503611   -0.024493
   91          1             0       -1.862720   -7.312755    2.359942
   92          1             0       -0.119063   -7.540608    2.270887
   93          1             0       -0.798893   -6.143736    3.128408
   94          1             0        1.323794   -5.779454    2.597337
   95          1             0        3.403460   -4.576881    2.220387
   96          1             0       -0.188002   -4.521876   -1.213481
   97          1             0        0.697377   -2.990430   -3.234473
   98          1             0       -0.269145   -1.500365   -4.633873
   99          1             0        0.401351   -2.907050   -5.483537
  100          1             0        0.059264   -1.420468   -6.361038
  101          1             0        2.769332    0.658632   -4.964577
  102          1             0        1.358020    0.619277   -6.019722
  103          1             0        1.156029    0.554235   -4.265345
  104          1             0        3.740976   -1.363474   -6.208228
  105          1             0        2.324166   -1.410549   -7.253760
  106          1             0        2.793705   -2.844688   -6.334906
  107          1             0        4.273520   -0.796339   -4.115717
  108          1             0        5.282112   -1.500059   -2.014063
  109          1             0        5.440269   -5.030447    0.649618
  110          1             0        7.578685   -4.763075    1.850097
  111          1             0        8.431970   -2.495568    2.352688
  112          1             0        7.102367   -0.514880    1.690356
  113          1             0        7.303513    2.238950    0.488813
  114          1             0        8.531550    4.356119    0.112759
  115          1             0        7.343103    6.319709   -0.793708
  116          1             0        4.937389    6.168739   -1.319066
  117          1             0        3.718733    4.050319   -0.919792
  118          1             0        1.235662   -1.578167    0.300436
