 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       -6.929599   -8.336682   -0.026733
    2          6             0       -5.388899   -8.313735   -0.029854
    3          6             0       -4.836322   -9.752405   -0.026339
    4          6             0       -4.915101   -7.615373   -1.288560
    5          6             0       -5.267978   -8.124071   -2.531255
    6          6             0       -4.861969   -7.526880   -3.710828
    7          6             0       -4.076295   -6.386477   -3.661624
    8          6             0       -3.711412   -5.858208   -2.442871
    9          6             0       -4.122803   -6.459134   -1.245948
   10          7             0       -3.741514   -5.902829   -0.040651
   11          6             0       -2.970143   -4.703494   -0.045312
   12          6             0       -3.612777   -3.465657   -0.046006
   13          6             0       -2.873386   -2.305586   -0.047327
   14          6             0       -1.471723   -2.350697   -0.047716
   15          6             0       -0.696203   -1.129243   -0.044481
   16          7             0       -1.354267    0.037137   -0.043140
   17          6             0       -0.603150    1.145484   -0.035017
   18          6             0       -1.274302    2.427340   -0.026269
   19          6             0       -0.537013    3.620024   -0.005502
   20          6             0       -1.174419    4.839251    0.009023
   21          6             0       -2.567741    4.898561    0.002737
   22          7             0       -3.226913    6.162793    0.020315
   23          6             0       -3.536087    6.740297    1.236220
   24          6             0       -3.210134    6.067602    2.421246
   25          6             0       -3.507199    6.615017    3.649941
   26          6             0       -4.135168    7.848202    3.721261
   27          6             0       -4.457326    8.515574    2.553505
   28          6             0       -4.171947    7.988485    1.301142
   29          6             0       -4.549530    8.765631    0.056044
   30          6             0       -3.818966   10.122300    0.080012
   31          6             0       -6.075172    8.983741    0.053671
   32          6             0       -4.162533    8.027747   -1.209862
   33          6             0       -4.436777    8.594473   -2.447293
   34          6             0       -4.107260    7.962894   -3.632794
   35          6             0       -3.483925    6.725856   -3.595250
   36          6             0       -3.196994    6.139984   -2.381990
   37          6             0       -3.529083    6.777087   -1.179156
   38          6             0       -3.313513    3.720327   -0.020779
   39          6             0       -2.674699    2.501704   -0.034936
   40          7             0        0.735718    1.132047   -0.031400
   41          6             0        1.320054   -0.072810   -0.033666
   42          6             0        2.765666   -0.130602   -0.025615
   43          6             0        3.432836   -1.364019   -0.016986
   44          6             0        4.807667   -1.418205   -0.003728
   45          6             0        5.552529   -0.239108    0.000066
   46          7             0        6.977213   -0.294332    0.017341
   47          6             0        7.632667   -0.282097    1.232990
   48          6             0        6.886787   -0.218735    2.417344
   49          6             0        7.509982   -0.203457    3.645720
   50          6             0        8.892984   -0.252089    3.717486
   51          6             0        9.632354   -0.315938    2.550398
   52          6             0        9.032471   -0.333298    1.298462
   53          6             0        9.894810   -0.404128    0.054230
   54          6             0       10.816347    0.830891    0.021724
   55          6             0       10.736877   -1.693535    0.108448
   56          6             0        9.060971   -0.419115   -1.211138
   57          6             0        9.689037   -0.487188   -2.447426
   58          6             0        8.976599   -0.496606   -3.632802
   59          6             0        7.592793   -0.433205   -3.596266
   60          6             0        6.941906   -0.365880   -2.384086
   61          6             0        7.660231   -0.360236   -1.181218
   62          6             0        4.901824    0.994366   -0.010769
