 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          8             0        9.044592    0.772556   -2.554241
    2         15             0        7.979172    0.574410   -1.550513
    3          6             0        8.427316    1.237016    0.081134
    4          6             0        7.535903    1.232467    1.147754
    5          6             0        7.907199    1.798625    2.352558
    6          6             0        9.163034    2.369566    2.497006
    7          6             0       10.050408    2.380575    1.431787
    8          6             0        9.680855    1.819416    0.222890
    9          6             0        7.607865   -1.195617   -1.337918
   10          6             0        8.463033   -1.947605   -0.544555
   11          6             0        8.297729   -3.318452   -0.457495
   12          6             0        7.284010   -3.936334   -1.172812
   13          6             0        6.445458   -3.188303   -1.983127
   14          6             0        6.608074   -1.816550   -2.070400
   15          6             0        6.445828    1.430249   -1.995717
   16          6             0        6.576659    2.476321   -2.912866
   17          6             0        5.512554    3.282553   -3.273266
   18          6             0        4.253442    3.082675   -2.717730
   19          6             0        4.092568    2.049259   -1.809283
   20          6             0        5.179923    1.226254   -1.448964
   21          8             0        4.804928    0.261886   -0.562932
   22          6             0        3.476658    0.441852   -0.329320
   23          6             0        2.614173   -0.309333    0.495889
   24         15             0        3.019384   -1.812512    1.428517
   25          8             0        1.903209   -2.213149    2.311031
   26          6             0        4.555484   -1.545301    2.361709
   27          6             0        5.815621   -1.751601    1.818300
   28          6             0        6.935578   -1.585773    2.613937
   29          6             0        6.801436   -1.202696    3.938924
   30          6             0        5.542756   -0.982761    4.477319
   31          6             0        4.420106   -1.157756    3.689356
   32          6             0        3.357714   -3.118041    0.200048
   33          6             0        3.987722   -4.276276    0.635026
   34          6             0        4.099801   -5.362136   -0.213904
   35          6             0        3.574372   -5.295303   -1.494999
   36          6             0        2.938769   -4.142430   -1.926922
   37          6             0        2.825427   -3.053746   -1.078702
   38          6             0        1.303978    0.088172    0.575437
   39          6             0        0.744486    1.199216   -0.135152
   40          6             0       -0.623349    1.535900   -0.034938
   41          6             0       -1.572180    0.713689    0.660299
   42          6             0       -2.897768    1.024401    0.707161
   43          6             0       -3.410580    2.174974    0.073726
   44          6             0       -4.871048    2.523759    0.177195
   45          6             0       -5.777565    1.314696    0.120975
   46          6             0       -5.487176    0.265199   -0.746291
   47          6             0       -6.329628   -0.823285   -0.847704
   48          6             0       -7.494895   -0.876744   -0.086363
   49          7             0       -8.351203   -1.981914   -0.183593
   50          6             0       -8.845540   -2.713837    0.876519
   51          6             0       -8.598954   -2.576692    2.236708
   52          6             0       -9.207807   -3.472996    3.095825
   53          6             0      -10.034782   -4.487674    2.620191
   54          6             0      -10.264336   -4.644463    1.264119
   55          6             0       -9.664489   -3.757368    0.383264
   56          6             0       -9.659759   -3.635148   -1.051351
   57          6             0      -10.276205   -4.342781   -2.072133
   58          6             0      -10.069228   -3.935215   -3.378752
   59          6             0       -9.274445   -2.828756   -3.668238
   60          6             0       -8.650714   -2.106998   -2.667161
   61          6             0       -8.832971   -2.527617   -1.355788
   62          6             0       -7.800694    0.177911    0.770069
