 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0        5.358338    1.904719    1.519264
    2          6             0        5.703699    0.991064    0.537313
    3          6             0        4.864724   -0.066834    0.242069
    4          6             0        3.662478   -0.228024    0.926935
    5          6             0        2.755440   -1.350435    0.624762
    6          6             0        1.406026   -1.100579    0.408904
    7          6             0        0.511843   -2.124011    0.118940
    8          6             0       -0.918022   -1.798946   -0.026602
    9          6             0       -1.891443   -2.493422    0.688560
   10          6             0       -3.218115   -2.118843    0.621672
   11          6             0       -3.605338   -1.033421   -0.159411
   12          6             0       -4.980615   -0.545732   -0.103906
   13          7             0       -6.065321   -1.254160   -0.257706
   14          6             0       -7.102725   -0.381770   -0.116239
   15          6             0       -8.495228   -0.650456   -0.223962
   16          6             0       -8.964988   -1.935309   -0.516775
   17          6             0      -10.311304   -2.169791   -0.640753
   18          6             0      -11.207776   -1.115636   -0.475600
   19          6             0      -10.757693    0.150372   -0.182769
   20          6             0       -9.389791    0.429824   -0.040380
   21          6             0       -8.887896    1.750864    0.296373
   22          6             0       -9.748460    2.829659    0.545258
   23          6             0       -9.276558    4.071659    0.898864
   24          6             0       -7.908881    4.289872    1.035045
   25          6             0       -7.031105    3.262311    0.793974
   26          6             0       -7.492456    1.995617    0.409377
   27          6             0       -6.624788    0.900842    0.146062
   28          7             0       -5.256252    0.785240    0.147268
   29          6             0       -4.226978    1.724924    0.334698
   30          6             0       -3.305273    1.501695    1.352399
   31          6             0       -2.135853    2.229680    1.394025
   32          6             0       -1.863712    3.197292    0.427812
   33          6             0       -0.515004    3.768227    0.344537
   34          6             0        0.080121    3.947154   -0.904264
   35          6             0        1.413236    4.281013   -1.013043
   36          6             0        2.192213    4.434595    0.132370
   37          6             0        3.629748    4.636733    0.070056
   38          7             0        4.293870    5.387819    0.904308
   39          6             0        5.606082    5.303631    0.530625
   40          6             0        6.737925    5.887907    1.088843
   41          6             0        7.958042    5.588289    0.521768
   42          6             0        8.065235    4.722478   -0.568806
   43          6             0        6.954385    4.136468   -1.142065
   44          6             0        5.721728    4.448998   -0.591813
   45          7             0        4.438563    4.037696   -0.876902
   46          6             0        4.083912    3.084823   -1.844876
   47          6             0        4.559085    3.209256   -3.145802
   48          6             0        4.233383    2.252624   -4.090734
   49          6             0        3.433660    1.175650   -3.748094
   50          6             0        2.951879    1.058607   -2.454427
   51          6             0        3.273521    2.006769   -1.502841
   52          6             0        1.578197    4.359332    1.381787
   53          6             0        0.244509    4.026931    1.485579
   54          6             0       -2.848320    3.491670   -0.515517
   55          6             0       -4.018598    2.761478   -0.570183
   56          6             0       -2.643334   -0.378277   -0.925883
   57          6             0       -1.317634   -0.751539   -0.852245
   58          6             0        0.983115   -3.437576    0.019103
   59          6             0        0.055477   -4.534773   -0.319884
   60          6             0       -0.069396   -5.645740    0.508489
   61          6             0       -0.942204   -6.666638    0.182556
   62          6             0       -1.699360   -6.593045   -0.974412
   63          6             0       -1.582240   -5.490426   -1.803495
