 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          8             0       -0.174907   -6.770864    0.034762
    2          6             0       -0.161180   -5.502647    0.062695
    3          6             0        1.087282   -4.764193   -0.070494
    4          6             0        2.156451   -5.289436   -0.818286
    5          6             0        3.337852   -4.598962   -0.950436
    6          6             0        3.519132   -3.382224   -0.285163
    7          7             0        4.727998   -2.675089   -0.373257
    8          6             0        5.955859   -3.210889   -0.031322
    9          6             0        6.271562   -4.529372    0.259643
   10          6             0        7.569295   -4.820410    0.636319
   11          6             0        8.518600   -3.810343    0.752458
   12          6             0        8.198599   -2.490058    0.498425
   13          6             0        6.909731   -2.169393    0.082560
   14          6             0        6.204085   -0.944809   -0.193493
   15          6             0        6.510523    0.420042   -0.109332
   16          6             0        5.477518    1.401953   -0.117851
   17          6             0        6.087839    2.635046    0.286984
   18          6             0        5.611557    3.896975    0.639604
   19          6             0        6.516028    4.884090    0.975313
   20          6             0        7.887256    4.642696    0.962360
   21          6             0        8.384717    3.384296    0.676473
   22          6             0        7.477599    2.378506    0.384048
   23          7             0        7.713796    1.039051    0.136040
   24          6             0        8.995671    0.522669   -0.126810
   25          6             0       10.012187    0.645665    0.815673
   26          6             0       11.279151    0.171171    0.524102
   27          6             0       11.537067   -0.427954   -0.698277
   28          6             0       10.523081   -0.553906   -1.634440
   29          6             0        9.255840   -0.076089   -1.356432
   30          6             0        4.202145    1.016099   -0.562147
   31          6             0        3.893315   -0.345549   -0.802536
   32          6             0        2.571104   -0.375603   -1.357676
   33          6             0        1.778800   -1.354007   -1.957069
   34          6             0        0.544745   -0.998183   -2.459804
   35          6             0        0.082502    0.315898   -2.391914
   36          6             0        0.867182    1.316611   -1.856947
   37          6             0        2.112288    0.964283   -1.355384
   38          7             0        3.105820    1.788266   -0.869406
   39          6             0        3.061752    3.186159   -1.048297
   40          6             0        3.957022    3.803574   -1.915735
   41          6             0        3.885321    5.169557   -2.118108
   42          6             0        2.920254    5.921121   -1.467078
   43          6             0        2.022783    5.304096   -0.610990
   44          6             0        2.087768    3.937872   -0.400185
   45          6             0        4.859982   -1.315632   -0.475224
   46          6             0        2.488265   -2.883101    0.520267
   47          6             0        1.294359   -3.550617    0.612099
   48          6             0       -1.385522   -4.738394    0.218552
   49          6             0       -1.529353   -3.460744   -0.358033
   50          6             0       -2.707582   -2.770279   -0.259475
   51          6             0       -3.793096   -3.308905    0.445067
   52          7             0       -4.978512   -2.566043    0.535584
   53          6             0       -6.219166   -3.016931    0.121574
   54          6             0       -6.616295   -4.306114   -0.197487
   55          6             0       -7.945255   -4.516338   -0.517639
   56          6             0       -8.856686   -3.465640   -0.499034
   57          6             0       -8.454106   -2.170328   -0.231285
   58          6             0       -7.110841   -1.919233    0.029374
   59          6             0       -6.333599   -0.742598    0.321416
   60          6             0       -6.546618    0.638550    0.255194
   61          6             0       -5.560915    1.566180    0.708321
   62          6             0       -6.164781    2.866445    0.633670
   63          6             0       -5.801519    4.148406    1.044960
   64          6             0       -6.655329    5.203253    0.792022
   65          6             0       -7.867874    5.012014    0.135592
   66          6             0       -8.279781    3.745180   -0.236366
   67          6             0       -7.440440    2.680475    0.047461
   68          7             0       -7.650663    1.332702   -0.175349
   69          6             0       -8.687797    0.857285   -1.001671
   70          6             0      -10.015874    1.086398   -0.657438
   71          6             0      -11.026795    0.656509   -1.499267
   72          6             0      -10.719942   -0.000306   -2.679944
   73          6             0       -9.396703   -0.228682   -3.021261
   74          6             0       -8.379262    0.201950   -2.189784
   75          6             0       -4.312634    1.069618    1.116706
   76          6             0       -4.077018   -0.323675    1.218817
   77          6             0       -2.804626   -0.475982    1.863475
   78          6             0       -2.099106   -1.550213    2.404400
   79          6             0       -0.865578   -1.318592    2.975542
   80          6             0       -0.310307   -0.039456    3.011049
   81          6             0       -1.010990    1.050409    2.537321
   82          6             0       -2.274351    0.830273    2.006591
   83          7             0       -3.192728    1.750214    1.547681
   84          6             0       -2.847040    3.083166    1.252437
   85          6             0       -2.391668    3.930127    2.258001
   86          6             0       -2.017244    5.225944    1.946744
   87          6             0       -2.095038    5.680573    0.640310
   88          6             0       -2.545012    4.835261   -0.361230
   89          6             0       -2.916949    3.537861   -0.061113
   90          6             0       -5.048907   -1.208483    0.715964
   91          6             0       -3.674196   -4.585578    1.005763
   92          6             0       -2.505177   -5.294235    0.868181
   93          1             0        2.009802   -6.235009   -1.321124
   94          1             0        4.119163   -4.979620   -1.592560
   95          1             0        5.522443   -5.304287    0.215800
   96          1             0        7.841181   -5.841010    0.860969
   97          1             0        9.521976   -4.058886    1.065071
   98          1             0        8.945452   -1.729954    0.640236
   99          1             0        4.555512    4.101438    0.676032
  100          1             0        6.152816    5.863023    1.250539
  101          1             0        8.572272    5.442778    1.200291
  102          1             0        9.446595    3.194168    0.687953
  103          1             0        9.799281    1.087146    1.777716
  104          1             0       12.065354    0.263100    1.258732
  105          1             0       12.526217   -0.799397   -0.919583
  106          1             0       10.720162   -1.021475   -2.587484
