 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0        5.640945    1.742477    3.648377
    2          6             0        5.160683    3.042059    3.708241
    3          6             0        4.840689    3.737122    2.549231
    4          6             0        5.028338    3.110815    1.336895
    5          6             0        5.529544    1.801460    1.270536
    6          6             0        5.830352    1.108262    2.430958
    7          6             0        5.649739    1.422997   -0.128611
    8          6             0        6.082619    0.251475   -0.726696
    9          6             0        6.108704    0.183444   -2.110335
   10          6             0        5.713691    1.263651   -2.884823
   11          6             0        5.262209    2.435740   -2.293208
   12          6             0        5.233805    2.504339   -0.918021
   13          6             0        4.702013    3.617300   -0.043578
   14          6             0        5.155931    5.002898   -0.409950
   15          6             0        6.428368    5.527786   -0.362965
   16          6             0        6.618732    6.841650   -0.771051
   17          6             0        5.553604    7.607102   -1.221179
   18          6             0        4.271737    7.083216   -1.272605
   19          6             0        4.072358    5.774954   -0.863232
   20          6             0        2.866452    4.966839   -0.793315
   21          6             0        1.547137    5.222130   -1.135232
   22          6             0        0.603411    4.225216   -0.958289
   23          6             0        0.942987    2.977174   -0.430766
   24          6             0       -0.056229    1.918424   -0.238781
   25          6             0       -1.375303    2.231896    0.120158
   26          6             0       -2.315970    1.210147    0.310959
   27          6             0       -3.698388    1.537472    0.687585
   28          6             0       -3.961489    2.541794    1.620365
   29          6             0       -5.252878    2.847165    2.010392
   30          6             0       -6.304490    2.136900    1.453688
   31          6             0       -6.045658    1.133921    0.507623
   32          6             0       -4.762434    0.829416    0.122637
   33          6             0       -7.332441    0.494222    0.045494
   34          6             0       -7.358683   -0.998837    0.264619
   35          6             0       -7.199739   -1.691820    1.444467
   36          6             0       -7.249973   -3.079000    1.407682
   37          6             0       -7.454733   -3.750818    0.211816
   38          6             0       -7.614262   -3.056477   -0.976851
   39          6             0       -7.564915   -1.672519   -0.948008
   40          6             0       -7.690554   -0.684706   -2.008236
   41          6             0       -7.907275   -0.826502   -3.368878
   42          6             0       -7.986042    0.315084   -4.150382
   43          6             0       -7.850406    1.574997   -3.587012
   44          6             0       -7.632749    1.724999   -2.223911
   45          6             0       -7.554929    0.592126   -1.444292
   46          6             0       -8.359493    1.249506    0.853525
   47          6             0       -9.727609    1.092163    0.857072
   48          6             0      -10.484539    1.909091    1.686624
   49          6             0       -9.877702    2.861538    2.491649
   50          6             0       -8.501573    3.022574    2.490590
   51          6             0       -7.739490    2.210608    1.666352
   52          6             0       -1.935873   -0.106924    0.166951
   53          6             0       -0.601902   -0.471278   -0.164435
   54          6             0       -0.188421   -1.825166   -0.219141
   55          6             0       -1.147602   -2.903092   -0.297699
   56          6             0       -0.793167   -4.207370   -0.237009
   57          6             0        0.578459   -4.555814   -0.079312
   58          6             0        1.559989   -3.493976   -0.068519
   59          6             0        1.204612   -2.195508   -0.146171
   60          6             0        2.938899   -4.088473    0.080923
   61          6             0        3.758253   -3.570590    1.236735
   62          6             0        3.391020   -3.439387    2.558073
   63          6             0        4.334174   -2.973253    3.464140
