 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       12.757238   -4.164838   -2.394017
    2          6             0       13.426071   -3.254835   -1.408874
    3          6             0       14.521661   -3.699098   -0.674521
    4          6             0       15.148897   -2.855135    0.224608
    5          6             0       14.694567   -1.563970    0.412145
    6          6             0       13.600675   -1.101880   -0.318316
    7          7             0       13.122549    0.200459   -0.138071
    8          6             0       14.017523    1.248233    0.092977
    9          6             0       15.257617    1.275412   -0.546763
   10          6             0       16.138015    2.313018   -0.312503
   11          6             0       15.798673    3.340437    0.553149
   12          6             0       14.567185    3.320214    1.188191
   13          6             0       13.681976    2.284179    0.966031
   14          6             0       11.749869    0.449158   -0.198330
   15          6             0       11.269689    1.631876   -0.775309
   16          6             0        9.918659    1.884556   -0.860283
   17          6             0        9.017170    0.940741   -0.367505
   18          6             0        9.501221   -0.250484    0.218052
   19          6             0       10.844385   -0.496647    0.308722
   20          6             0        8.353034   -1.119565    0.679156
   21          6             0        8.364607   -2.469501   -0.044778
   22          6             0        8.389517   -1.325276    2.196469
   23          6             0        7.158544   -0.285267    0.267552
   24          6             0        5.832459   -0.569068    0.413064
   25          6             0        4.851653    0.352808   -0.030093
   26          6             0        3.450197    0.069906    0.099360
   27          6             0        2.974807   -1.265834    0.163756
   28          6             0        1.645251   -1.566757    0.254218
   29          6             0        0.703853   -0.522855    0.304432
   30          6             0        1.163732    0.824647    0.256167
   31          6             0        2.488094    1.114028    0.150466
   32          6             0       -0.010559    1.776906    0.333770
   33          6             0       -0.093021    2.656249   -0.917667
   34          6             0        0.065301    2.645984    1.593369
   35          6             0       -1.177409    0.815301    0.407589
   36          6             0       -2.507128    1.094125    0.471188
   37          6             0       -3.459743    0.041921    0.503575
   38          6             0       -4.869891    0.316126    0.536529
   39          6             0       -5.369360    1.527498    1.069415
   40          6             0       -6.710166    1.814930    1.102881
   41          6             0       -7.619034    0.890927    0.582402
   42          6             0       -7.140688   -0.326707    0.044133
   43          6             0       -5.807139   -0.614760    0.026570
   44          6             0       -8.293002   -1.162177   -0.471560
   45          6             0       -8.170304   -1.408191   -1.978110
   46          6             0       -8.395444   -2.492294    0.281694
   47          6             0       -9.474602   -0.273199   -0.156220
   48          6             0      -10.801535   -0.504337   -0.400002
   49          6             0      -11.746095    0.461531   -0.018671
   50          7             0      -13.105128    0.233865   -0.245239
   51          6             0      -13.945001    1.291634   -0.603246
   52          6             0      -13.483396    2.308737   -1.440125
   53          6             0      -14.315613    3.354033   -1.788158
   54          6             0      -15.617808    3.402205   -1.316834
   55          6             0      -16.082169    2.393482   -0.488035
   56          6             0      -15.256238    1.346951   -0.128517
   57          6             0      -13.623690   -1.059075   -0.116527
   58          6             0      -14.621893   -1.512900   -0.977586
   59          6             0      -15.116415   -2.795423   -0.839360
   60          6             0      -14.622759   -3.639181    0.139761
   61          6             0      -13.623808   -3.203191    1.005005
   62          6             0      -13.101623   -4.111343    2.076745
   63          6             0      -13.137464   -1.914014    0.872997
