 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          7             0        4.902299    3.091903   -1.202072
    2          6             0        5.225585    2.065204   -0.784360
    3          6             0        5.710984    0.859239   -0.274472
    4          6             0        7.106028    0.839974   -0.147392
    5          7             0        8.254153    0.823997   -0.045114
    6          6             0        4.978010   -0.262187    0.111836
    7          6             0        3.588533   -0.456801    0.059190
    8          6             0        2.648357    0.464334   -0.474506
    9          6             0        1.306868    0.217842   -0.460943
   10          6             0        0.767103   -0.983333    0.064744
   11          6             0       -0.637530   -1.247958    0.061220
   12          6             0       -1.103382   -2.560143   -0.186037
   13          6             0       -2.417388   -2.820185   -0.438520
   14          6             0       -3.391017   -1.783646   -0.421642
   15          6             0       -4.740275   -2.026458   -0.720774
   16          6             0       -5.670816   -1.015223   -0.673322
   17          6             0       -5.300616    0.289726   -0.284927
   18          6             0       -6.238731    1.339236   -0.201712
   19          6             0       -5.853066    2.606529    0.200190
   20          6             0       -4.540985    2.865687    0.543169
   21          6             0       -3.563610    1.847748    0.473466
   22          6             0       -2.225898    2.062039    0.854229
   23          6             0       -1.287222    1.059294    0.751838
   24          6             0       -1.616091   -0.203401    0.229318
   25          6             0       -2.977933   -0.475747   -0.059700
   26          6             0       -3.944820    0.552487    0.040589
   27          6             0        1.692186   -1.943087    0.542750
   28          6             0        3.024480   -1.667156    0.550662
   29          9             0        3.865236   -2.600856    1.073208
   30          1             0        5.568955   -1.080080    0.506852
   31          1             0        3.017891    1.377106   -0.912624
   32          1             0        0.641642    0.927709   -0.928043
   33          1             0       -0.381994   -3.358617   -0.265699
   34          1             0       -2.735727   -3.822059   -0.686146
   35          1             0       -5.041194   -3.028147   -0.990947
   36          1             0       -6.702910   -1.212010   -0.922735
   37          1             0       -7.269557    1.138700   -0.452991
   38          1             0       -6.587395    3.396489    0.255115
   39          1             0       -4.244729    3.850724    0.871372
   40          1             0       -1.939241    3.028973    1.240389
   41          1             0       -0.283513    1.239514    1.104581
   42          1             0        1.354590   -2.873329    0.971744
 --------------------------------------------------------------------
     1 basis functions        1 primitive gaussians
     1 alpha electrons        1 beta electrons
 
 Harmonic frequencies (cm**-1), IR intensities (km*mol⁻¹),
 Raman scattering activities (A**4/amu), Raman depolarization ratios,
 reduced masses (AMU), force constants (mDyne/A) and normal coordinates:
                      1                      2                      3
                        a                      a                      a 
 Frequencies --    19.3746                24.4400                31.6120
 Red. masses --    12.8683                11.9654                12.0057
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     2.2342                 1.0154                 0.7485
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1   7    -0.17   0.23   0.60     0.04   0.02   0.06    -0.22  -0.06  -0.26
   2   6    -0.10   0.13   0.30     0.04  -0.01  -0.01    -0.16  -0.00  -0.14
   3   6    -0.04   0.03   0.01     0.03  -0.05  -0.09    -0.11   0.07  -0.03
   4   6    -0.03   0.02  -0.13     0.05  -0.14  -0.28    -0.11   0.18   0.02
   5   7    -0.02   0.00  -0.26     0.07  -0.23  -0.48    -0.12   0.31   0.07
   6   6    -0.00  -0.04  -0.11     0.02  -0.02  -0.03    -0.04   0.03  -0.00
   7   6    -0.00  -0.04  -0.07     0.01   0.04   0.10    -0.03  -0.03   0.01
   8   6    -0.02  -0.04  -0.04    -0.01   0.09   0.19    -0.08  -0.04   0.07
   9   6    -0.02  -0.05  -0.01    -0.01   0.10   0.23    -0.07  -0.08   0.11
  10   6    -0.00  -0.05   0.01    -0.00   0.07   0.18    -0.01  -0.12   0.09
  11   6    -0.00  -0.04   0.06     0.00   0.05   0.12    -0.01  -0.12   0.13
  12   6    -0.03  -0.05   0.14     0.04   0.05   0.05    -0.05  -0.10   0.11
  13   6    -0.03  -0.04   0.17     0.06   0.04  -0.05    -0.05  -0.04   0.05
  14   6    -0.02  -0.03   0.12     0.05   0.02  -0.09    -0.01   0.00  -0.01
  15   6    -0.02  -0.02   0.14     0.07   0.01  -0.20     0.00   0.08  -0.12
  16   6    -0.00   0.00   0.07     0.05  -0.01  -0.23     0.05   0.12  -0.18
  17   6     0.02   0.02  -0.02     0.00  -0.02  -0.14     0.08   0.10  -0.12
  18   6     0.05   0.05  -0.10    -0.02  -0.04  -0.16     0.13   0.15  -0.18
  19   6     0.07   0.07  -0.19    -0.08  -0.05  -0.07     0.16   0.12  -0.12
  20   6     0.08   0.06  -0.19    -0.11  -0.05   0.05     0.15   0.04   0.01
  21   6     0.05   0.03  -0.10    -0.08  -0.03   0.07     0.10  -0.01   0.07
  22   6     0.05   0.02  -0.10    -0.11  -0.02   0.18     0.08  -0.09   0.19
  23   6     0.03  -0.00  -0.03    -0.09   0.00   0.19     0.04  -0.13   0.22
  24   6     0.01  -0.02   0.03    -0.03   0.02   0.11     0.02  -0.09   0.14
  25   6     0.01  -0.01   0.04    -0.00   0.01   0.00     0.02  -0.02   0.05
  26   6     0.03   0.01  -0.02    -0.03  -0.01  -0.02     0.07   0.02   0.00
  27   6     0.02  -0.06  -0.03     0.00   0.06   0.14     0.03  -0.11   0.01
  28   6     0.02  -0.06  -0.08     0.01   0.04   0.10     0.02  -0.07  -0.03
  29   9     0.05  -0.08  -0.16     0.02   0.03   0.07     0.09  -0.09  -0.14
  30   1     0.01  -0.02  -0.07     0.01  -0.01  -0.03     0.00   0.02   0.00
  31   1    -0.01  -0.01  -0.01    -0.00   0.03   0.06    -0.03  -0.00   0.03
  32   1    -0.01  -0.02  -0.00    -0.00   0.04   0.08    -0.03  -0.02   0.05
