 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0      -11.402261   -0.831420    5.725414
    2          6             0      -10.738418   -1.402177    4.726594
    3          6             0      -10.440381   -0.815033    3.425364
    4          6             0       -9.650164   -1.532093    2.525035
    5          6             0       -9.340569   -1.022146    1.279644
    6          6             0       -9.806203    0.228945    0.898003
    7          6             0       -9.494368    0.790272   -0.468282
    8          8             0       -8.316585    0.272356   -1.056073
    9          6             0       -7.111930    0.596685   -0.523982
   10          6             0       -6.912931    1.401109    0.595899
   11          6             0       -5.630576    1.666527    1.068787
   12          6             0       -4.501066    1.167804    0.446427
   13          6             0       -4.686027    0.384126   -0.686713
   14          6             0       -5.981395    0.072981   -1.162935
   15          6             0       -5.809863   -0.798450   -2.285915
   16          6             0       -6.690774   -1.426904   -3.156500
   17          6             0       -6.172256   -2.197319   -4.179645
   18          6             0       -4.792850   -2.332730   -4.354669
   19          6             0       -3.898519   -1.721177   -3.499256
   20          6             0       -4.408681   -0.967684   -2.448154
   21          7             0       -3.745462   -0.245985   -1.480093
   22          6             0       -2.364894   -0.169635   -1.315776
   23          6             0       -1.736197    1.079287   -1.097190
   24          6             0       -0.388884    1.164531   -0.891888
   25          7             0        0.237990    2.409775   -0.724773
   26          6             0        0.226228    3.447939   -1.627880
   27          6             0       -0.446800    3.558647   -2.838357
   28          6             0       -0.274642    4.719908   -3.565866
   29          6             0        0.549438    5.748443   -3.108076
   30          6             0        1.235114    5.638434   -1.912621
   31          6             0        1.079306    4.480298   -1.163705
   32          6             0        1.625469    4.021188    0.082044
   33          6             0        2.520779    4.579023    1.001630
   34          8             0        3.024110    5.802232    0.701444
   35          6             0        3.988058    6.381513    1.561049
   36          6             0        5.291536    5.622545    1.632727
   37          6             0        6.113685    5.751718    2.746902
   38          6             0        7.311221    5.070118    2.822013
   39          6             0        7.722445    4.227256    1.787501
   40          6             0        8.971897    3.475248    1.820380
   41          6             0        9.940822    3.580917    2.722311
   42          6             0        6.887982    4.103281    0.675403
   43          6             0        5.696615    4.796620    0.592807
   44          6             0        2.818250    3.842502    2.146948
   45          6             0        2.241623    2.597485    2.370107
   46          6             0        1.362737    2.026103    1.470504
   47          6             0        1.080045    2.741262    0.314037
   48          6             0        0.441141   -0.018395   -0.896671
   49          6             0        1.812827    0.064743   -0.887629
   50          7             0        2.976702    0.129991   -0.885515
   51          6             0       -0.230888   -1.284234   -1.088330
   52          7             0        0.548784   -2.451011   -1.073510
   53          6             0        0.692898   -3.344348   -2.109953
   54          6             0        0.080827   -3.356807   -3.356444
   55          6             0        0.416876   -4.371494   -4.230670
   56          6             0        1.345376   -5.351726   -3.879930
   57          6             0        1.975237   -5.334192   -2.649046
   58          6             0        1.654010   -4.323046   -1.754398
   59          6             0        2.104172   -3.982450   -0.434237
   60          6             0        3.045912   -4.545987    0.433448
   61          8             0        3.717103   -5.635274   -0.016336
   62          6             0        4.752546   -6.185074    0.776546
   63          6             0        5.923662   -5.258136    1.000701
