 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0      -11.572677   -1.090987    5.677439
    2          6             0      -10.734469   -1.510144    4.736355
    3          6             0      -10.430207   -0.841886    3.476245
    4          6             0       -9.623631   -1.494242    2.542101
    5          6             0       -9.313021   -0.908614    1.330556
    6          6             0       -9.786622    0.359436    1.022180
    7          6             0       -9.470351    1.010474   -0.302814
    8          8             0       -8.310023    0.512224   -0.939451
    9          6             0       -7.093450    0.761656   -0.393958
   10          6             0       -6.865370    1.461274    0.788933
   11          6             0       -5.573241    1.648863    1.272475
   12          6             0       -4.461770    1.176460    0.599145
   13          6             0       -4.674901    0.502167   -0.597663
   14          6             0       -5.981592    0.267029   -1.086678
   15          6             0       -5.841415   -0.505938   -2.283552
   16          6             0       -6.745328   -1.033285   -3.196688
   17          6             0       -6.255126   -1.719598   -4.291127
   18          6             0       -4.881035   -1.871239   -4.492877
   19          6             0       -3.964360   -1.361740   -3.595250
   20          6             0       -4.446378   -0.694126   -2.475006
   21          7             0       -3.757004   -0.078403   -1.453216
   22          6             0       -2.373650   -0.052825   -1.298526
   23          6             0       -1.709034    1.152328   -0.970357
   24          6             0       -0.356756    1.184751   -0.780458
   25          7             0        0.304702    2.392109   -0.507042
   26          6             0        0.286768    3.519791   -1.296152
   27          6             0       -0.420399    3.769853   -2.465781
   28          6             0       -0.244424    4.997200   -3.074189
   29          6             0        0.616023    5.956474   -2.539548
   30          6             0        1.335757    5.708558   -1.385518
   31          6             0        1.177038    4.481573   -0.756460
   32          6             0        1.753640    3.883915    0.414372
   33          6             0        2.691657    4.325901    1.354093
   34          8             0        3.208171    5.565785    1.166310
   35          6             0        4.200590    6.042340    2.056119
   36          6             0        5.500984    5.276689    2.003496
   37          6             0        6.352230    5.269583    3.103127
   38          6             0        7.551128    4.587551    3.062070
   39          6             0        7.936134    3.881701    1.920316
   40          6             0        9.188181    3.139610    1.824951
   41          6             0       10.110199    3.007124    2.771589
   42          6             0        7.074148    3.896856    0.822369
   43          6             0        5.878546    4.586979    0.859188
   44          6             0        3.014001    3.466984    2.403240
   45          6             0        2.416278    2.217085    2.517066
   46          6             0        1.492594    1.760556    1.596926
   47          6             0        1.187777    2.597139    0.530900
   48          6             0        0.441276   -0.012925   -0.914115
   49          6             0        1.814827    0.030616   -0.924843
   50          7             0        2.980075    0.058300   -0.940803
   51          6             0       -0.267459   -1.236993   -1.212549
   52          7             0        0.483191   -2.418688   -1.318250
   53          6             0        0.616671   -3.200059   -2.442461
   54          6             0        0.003390   -3.075502   -3.682115
   55          6             0        0.326454   -3.998113   -4.657479
   56          6             0        1.242514   -5.021109   -4.411976
   57          6             0        1.872368   -5.140026   -3.186681
   58          6             0        1.564753   -4.222963   -2.191505
   59          6             0        2.017964   -4.028298   -0.842972
   60          6             0        2.952643   -4.689375   -0.038824
   61          8             0        3.619251   -5.727824   -0.601738
   62          6             0        4.662444   -6.352676    0.122802
   63          6             0        5.821961   -5.443093    0.453674
