 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0        5.400302   -2.483781    4.335434
    2          6             0        4.252862   -1.821305    3.627982
    3          6             0        3.440999   -0.932262    4.333167
    4          6             0        2.344858   -0.324477    3.735430
    5          6             0        1.460040    0.576711    4.550918
    6          6             0        2.068816   -0.602200    2.403143
    7          6             0        0.776876   -0.101839    1.794170
    8          6             0        0.892406    1.271456    1.360172
    9          6             0        0.998375    2.430944    1.043394
   10          6             0        1.101391    3.773904    0.635327
   11          6             0        0.442561    4.221323   -0.515083
   12          6             0        0.548937    5.528188   -0.927350
   13          6             0        1.321578    6.459423   -0.209511
   14          7             0        1.435448    7.757112   -0.621353
   15          6             0        2.428006    8.637531   -0.055558
   16          6             0        0.574501    8.295124   -1.645640
   17          6             0        1.970786    6.003450    0.952694
   18          6             0        1.859704    4.695762    1.362963
   19          6             0        2.936908   -1.408439    1.620336
   20          5             0        2.752322   -1.426425    0.060382
   21          6             0        2.728825   -2.789373   -0.724260
   22          6             0        3.397668   -2.915452   -1.971045
   23          6             0        4.305980   -1.827977   -2.470577
   24          6             0        3.253296   -4.062927   -2.743088
   25          6             0        3.921312   -4.190163   -4.084105
   26          6             0        2.490952   -5.121582   -2.266178
   27          6             0        1.867964   -5.058705   -1.024224
   28          6             0        1.050455   -6.228611   -0.552158
   29          6             0        1.996804   -3.908149   -0.256274
   30          6             0        1.238451   -3.839779    1.051391
   31          6             0       -0.160559   -3.570787    0.811834
   32          6             0       -1.309351   -3.304079    0.555441
   33          6             0       -2.661847   -3.012557    0.290296
   34          6             0       -3.530805   -2.628343    1.315415
   35          6             0       -4.850406   -2.343676    1.057046
   36          6             0       -5.374468   -2.433261   -0.244937
   37          7             0       -6.685869   -2.152813   -0.502267
   38          6             0       -7.201524   -2.225424   -1.846421
   39          6             0       -7.600296   -1.872256    0.577252
   40          6             0       -4.492877   -2.825177   -1.269099
   41          6             0       -3.172767   -3.103463   -1.007468
   42          6             0        2.611439   -0.072742   -0.712905
   43          6             0        3.511197    1.002540   -0.463066
   44          6             0        4.608651    0.842410    0.549759
   45          6             0        3.412013    2.198893   -1.159726
   46          6             0        4.331127    3.357042   -0.886074
   47          6             0        2.454236    2.330567   -2.157521
   48          6             0        1.559795    1.303895   -2.442913
   49          6             0        0.545865    1.503064   -3.534251
   50          6             0        1.628833    0.124413   -1.714920
   51          6             0        0.575606   -0.933247   -1.977979
   52          6             0       -0.721695   -0.483121   -1.521163
   53          6             0       -1.787910   -0.096478   -1.112153
   54          6             0       -3.041000    0.352869   -0.645511
   55          6             0       -3.217849    0.714716    0.690695
   56          6             0       -4.440051    1.145726    1.153055
   57          6             0       -5.552813    1.237992    0.301149
   58          7             0       -6.791002    1.613435    0.771784
   59          6             0       -7.838231    1.946894   -0.167029
   60          6             0       -6.919822    2.139488    2.111200
   61          6             0       -5.359295    0.892429   -1.046069
   62          6             0       -4.136948    0.456261   -1.503995
   63          6             0        4.001533   -2.068650    2.285097
