 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       -5.799278   -0.225614   -4.920055
    2          6             0       -4.717455   -0.470898   -3.858816
    3          6             0       -3.697886   -1.455300   -4.457837
    4          6             0       -4.075557    0.850607   -3.449133
    5          6             0       -4.868346    1.981205   -3.245700
    6          6             0       -4.316383    3.154450   -2.771080
    7          6             0       -2.965195    3.219400   -2.444571
    8          6             0       -2.118965    2.109514   -2.640952
    9          6             0       -2.722334    0.956074   -3.162493
   10          5             0       -0.662475    2.236848   -2.142726
   11          6             0        0.542502    1.281489   -2.175641
   12          6             0        0.661916    0.097125   -2.929005
   13          6             0        1.707860   -0.782774   -2.772692
   14          6             0        2.705694   -0.515069   -1.836626
   15          7             0        3.742780   -1.462328   -1.619285
   16          6             0        3.419027   -2.664141   -1.019670
   17          6             0        2.116633   -2.872062   -0.541787
   18          6             0        1.754861   -4.068173    0.035506
   19          6             0        2.691227   -5.082949    0.162969
   20          6             0        3.985389   -4.872059   -0.277086
   21          6             0        4.378499   -3.676774   -0.864418
   22          6             0        5.812087   -3.503068   -1.317631
   23          6             0        6.120940   -4.567008   -2.390371
   24          6             0        6.744327   -3.687984   -0.105063
   25          6             0        6.051671   -2.134161   -1.918242
   26          6             0        7.319897   -1.800844   -2.375056
   27          6             0        7.587401   -0.583982   -2.974845
   28          6             0        6.559471    0.330413   -3.146904
   29          6             0        5.292135    0.028493   -2.701960
   30          6             0        5.021559   -1.191391   -2.064640
   31          6             0        2.677423    0.684210   -1.128605
   32          6             0        1.631890    1.579731   -1.320662
   33          8             0        1.748969    2.738631   -0.601013
   34          6             0        0.807402    3.726572   -0.676517
   35          6             0        1.087142    4.924441   -0.034181
   36          6             0        0.146879    5.943437   -0.062768
   37          6             0       -1.070748    5.768036   -0.698838
   38          6             0       -1.340127    4.559452   -1.332060
   39          6             0       -0.396462    3.522640   -1.362435
   40          8             0       -2.560789    4.418405   -1.917689
   41          6             0       -5.272235   -1.107442   -2.585993
   42          6             0       -6.503801   -1.754504   -2.520726
   43          6             0       -6.933346   -2.324323   -1.334358
   44          6             0       -6.141963   -2.267711   -0.190866
   45          6             0       -4.870032   -1.662141   -0.226420
   46          6             0       -4.490863   -1.085984   -1.441650
   47          5             0       -4.056382   -1.627376    1.081518
   48          6             0       -2.641084   -1.126108    1.410955
   49          6             0       -1.640104   -0.773093    0.488812
   50          6             0       -0.456926   -0.186250    0.870288
   51          6             0       -0.218944    0.081806    2.214780
   52          7             0        0.943420    0.821260    2.578595
   53          6             0        0.816806    2.174704    2.818795
   54          6             0       -0.451404    2.771821    2.777028
   55          6             0       -0.611137    4.112748    3.041275
   56          6             0        0.493880    4.892207    3.345849
   57          6             0        1.749695    4.314462    3.360907
   58          6             0        1.942518    2.965072    3.098994
   59          6             0        3.345970    2.398261    3.095440
   60          6             0        4.160606    3.133192    2.012663
   61          6             0        3.980463    2.620796    4.482933
   62          6             0        3.353959    0.914590    2.797395
